Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3AT0yKs2cWdKII3JBxzmqv,"Hard To Say Goodbye","Hard To Say Goodbye","RONDÉ",2021-08-11,194453,47,false,1135229191,2026-02-17T10:17:22Z,"nederpop","Universal Music, a division of Universal International Music BV",0.638,0.718,0,-3.995,0,0.0254,0.175,0,0.182,0.418,101.013,4
spotify:track:72yP0DUlWPyH8P7IoxskwN,"Hold Me Closer","Hold Me Closer","Elton John;Britney Spears",2022-08-26,202245,71,false,1135229191,2026-02-17T10:17:22Z,"pop","EMI",0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4
spotify:track:5hnGrTBaEsdukpDF6aZg8a,"How Do I Say Goodbye","How Do I Say Goodbye","Dean Lewis",2022-08-31,163603,75,false,1135229191,2026-02-17T10:17:22Z,"","Universal Music Australia Pty. Ltd.",0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552,4
spotify:track:35i2wSWfDTxxBMUCNnmosW,"Honderd Keer","Honderd Keer","Suzan & Freek",2022-03-10,196034,44,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","Sony Music Entertainment",0.691,0.612,5,-7.542,1,0.0362,0.0551,0,0.255,0.606,116.033,4
spotify:track:7bp3zmEvpHLa0h32nhDUkB,"L’enfer","L’enfer","Stromae",2022-01-09,189720,59,false,1135229191,2026-02-17T10:17:22Z,"franse pop","Universal Music Division Carthage Music",0.4,0.547,2,-8.381,0,0.177,0.33,0,0.241,0.606,177.595,4
spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,"It'll Be Okay","It'll Be Okay","Shawn Mendes",2021-12-01,222800,71,false,1135229191,2026-02-17T10:17:22Z,"","Shawn Mendes LP4-5 PS/ Island",0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,4
spotify:track:1dbNg2ougivyUv6f9hQQzU,"Kwijt","Kwijt","Suzan & Freek",2022-09-01,195576,44,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","Sony Music Entertainment",0.757,0.495,1,-9.402,1,0.0361,0.131,0.0000046,0.101,0.441,104.032,4
spotify:track:0DDcpc9ImOsGUWupRj2xu5,"Adrenaline","Adrenaline","Kris Kross Amsterdam;Ronnie Flex;Zoë Tauran",2022-09-15,148721,23,false,1135229191,2026-02-17T10:17:22Z,"hollands,nederpop","Cloud 9 Digital",0.741,0.727,7,-4.835,0,0.155,0.0231,0,0.121,0.716,150.061,4
spotify:track:2LcmbuYX7tyR4DWy3b273L,"Noodgeval","Betaalbare Romantiek","Goldband",2021-08-13,214383,59,true,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","Goldband",0.856,0.89,2,-6.463,0,0.0627,0.131,0.0143,0.0614,0.77,139.003,4
spotify:track:4zrKN5Sv8JS5mqnbVcsul7,"Celestial","Celestial","Ed Sheeran",2022-09-29,209026,68,false,1135229191,2026-02-17T10:17:22Z,"soft pop","Atlantic Records UK",0.574,0.852,2,-1.248,1,0.0397,0.0529,0,0.161,0.501,123.038,4
spotify:track:3ElGRG3DqSzzkh1b2wnbzf,"We Could Be Together (feat. Daddy DJ)","We Could Be Together (feat. Daddy DJ)","Gabry Ponte;LUM!X;Daddy DJ",2022-06-03,149642,60,false,1135229191,2026-02-17T10:17:22Z,"italo dance,slaphouse,melbourne bounce,eurodance","Spinnin' Records",0.706,0.778,10,-4.491,1,0.0606,0.198,0.0000106,0.0778,0.376,125.893,4
spotify:track:55Y4oE6oE6XBT2e71vK2yA,"Come Around Again","Come Around Again","Armin van Buuren;Billen Ted;JC Stewart",2022-04-08,169108,42,false,1135229191,2026-02-17T10:17:22Z,"trance,progressive trance,progressive house,electronica,edm","Armada Music",0.589,0.912,9,-3.878,0,0.0766,0.0366,0,0.0752,0.426,123.946,4
spotify:track:3P3i2ratUjex3HJEF8aAVi,"Hurricane","I","Ofenbach;Ella Henderson",2022-09-02,147139,61,false,1135229191,2026-02-17T10:17:22Z,"","Elektra France",0.56,0.851,2,-2.851,0,0.0486,0.225,0.0000029,0.177,0.461,125.947,4
spotify:track:6Owc2SuzwO3LW1SAODYK3l,"Melody","Melody","Sigala",2022-01-21,167142,57,false,1135229191,2026-02-17T10:17:22Z,"","Ministry of Sound Recordings",0.63,0.91,10,-2.681,0,0.058,0.0231,0.00000191,0.125,0.525,123.017,4
spotify:track:1cgy2FSOQMbq7DHCVgMAUA,"Questions","Questions","Lost Frequencies;James Arthur",2022-06-03,177156,54,false,1135229191,2026-02-17T10:17:22Z,"tropical house,soft pop","Epic Amsterdam",0.599,0.713,11,-7.008,1,0.0542,0.405,0.0000253,0.266,0.518,123.962,4
spotify:track:02MWAaffLxlfxAUY7c5dvx,"Heat Waves","Dreamland (+ Bonus Levels)","Glass Animals",2020-08-06,238805,10,false,1135229191,2026-02-17T10:17:22Z,"","Polydor Records",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
spotify:track:5r43qanLhUCdBj8HN3fa6B,"Sunshine","Sunshine","OneRepublic",2021-11-10,163854,70,false,1135229191,2026-02-17T10:17:22Z,"soft pop","Mosley Music/Interscope Records",0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,4
spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Miss You","Miss You","Oliver Tree;Robin Schulz",2022-08-05,206000,12,true,1135229191,2026-02-17T10:17:22Z,"tropical house","Atlantic Records",0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
spotify:track:0V3wPSX9ygBnCm8psDIegu,"Anti-Hero","Midnights","Taylor Swift",2022-10-21,200690,80,false,1135229191,2026-02-17T10:17:22Z,"","Taylor Swift",0.633,0.648,4,-6.645,1,0.062,0.121,0.00000262,0.161,0.49,96.888,4
spotify:track:40SBS57su9xLiE1WqkXOVr,"Afraid To Feel","Afraid To Feel","LF SYSTEM",2022-05-02,177524,76,false,1135229191,2026-02-17T10:17:22Z,"house","Warner Records",0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,4
spotify:track:7kfOEMJBJwdCYqyJeEnNhr,"Moth To A Flame (with The Weeknd)","Moth To A Flame","Swedish House Mafia;The Weeknd",2022-01-03,234000,74,false,1135229191,2026-02-17T10:17:22Z,"edm","Republic Records",0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,4
spotify:track:3kcKlOkQQEPVwxwljbGJ5p,"Kernkraft 400 (A Better Day)","Kernkraft 400 (A Better Day)","Topic;A7S",2022-06-17,165800,63,false,1135229191,2026-02-17T10:17:22Z,"","Intercord",0.623,0.727,11,-5.57,0,0.0562,0.184,0.0000202,0.309,0.4,125.975,4
spotify:track:5902W4uHWzhtOff1UK7the,"When I’m Gone (with Katy Perry)","When I’m Gone (with Katy Perry)","Alesso;Katy Perry",2021-12-29,161266,65,false,1135229191,2026-02-17T10:17:22Z,"edm,pop","10:22PM/Astralwerks",0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4
spotify:track:1ulgMAx95xb3N33SMklfG3,"Stiekem","Stiekem ft. Goldband","Maan;Goldband",2022-11-04,203437,23,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","8ball Music",0.747,0.577,1,-8.047,0,0.0323,0.0151,0.0000115,0.194,0.642,127.965,4
spotify:track:38T0tPVZHcPZyhtOcCP7pF,"STAR WALKIN' (League of Legends Worlds Anthem)","STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",2022-09-22,210575,70,true,1135229191,2026-02-17T10:17:22Z,"","Columbia",0.637,0.715,2,-4.971,0,0.0455,0.148,0,0.0892,0.308,141.872,4
spotify:track:1D2ZNECRd7KIlA4pyOUGsv,"What Would You Do?","What Would You Do?","Joel Corry;David Guetta;Bryson Tiller",2022-03-18,174215,55,false,1135229191,2026-02-17T10:17:22Z,"dance pop,edm,trap soul,r&b","Atlantic Records UK",0.687,0.895,9,-2.983,1,0.0474,0.149,0.00592,0.121,0.686,124.041,4
spotify:track:3KZlVBckUXU3qCmi0h0VHf,"Bright Eyes","Bright Eyes","RONDÉ",2022-09-23,171226,42,false,1135229191,2026-02-17T10:17:22Z,"nederpop","Universal Music, a division of Universal International Music BV",0.648,0.841,9,-4.868,1,0.0659,0.189,0,0.0565,0.73,123.928,4
spotify:track:1Ame8XTX6QHY0l0ahqUhgv,"THE LONELIEST","THE LONELIEST","Måneskin",2022-10-07,247067,67,false,1135229191,2026-02-17T10:17:22Z,"","Epic",0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786,4
spotify:track:0gq4UgDPGFdqpsWshU7dmv,"Vanavond (Uit M'n Bol)","Vanavond (Uit M'n Bol)","Kris Kross Amsterdam;Donnie;Tino Martin",2022-03-25,166560,58,false,1135229191,2026-02-17T10:17:22Z,"hollands,nederpop","Universal Music, a division of Universal International Music BV",0.799,0.705,0,-7.582,1,0.0698,0.0554,0,0.426,0.88,106.979,4
spotify:track:3Z7CaxQkqbIs1rewKi6v4W,"Hot In It (feat. Charli XCX)","Hot In It","Tiësto;Charli xcx",2022-06-30,129817,4,false,1135229191,2026-02-17T10:17:22Z,"edm,trance,big room,house,hyperpop,art pop","Atlantic Records",0.748,0.841,7,-5.08,1,0.177,0.00445,0.00000133,0.0413,0.717,123.045,4
spotify:track:7fZBQnc0zXwVybgCIrQQil,"Belly Dancer","Belly Dancer","Imanbek;BYOR",2022-02-18,151475,77,false,1135229191,2026-02-17T10:17:22Z,"slaphouse","Musical Freedom",0.845,0.797,1,-4.984,1,0.139,0.0582,0.00000557,0.167,0.422,121.985,4
spotify:track:0LVjBdjZvJykxed42ExTLf,"Ladada (Mon Dernier Mot)","Ladada (Mon Dernier Mot)","Claude",2022-10-21,164903,24,false,1135229191,2026-02-17T10:17:22Z,"nederpop","Cloud 9 Digital",0.755,0.569,5,-7.48,0,0.0339,0.51,0.0000177,0.417,0.708,117.938,4
spotify:track:0U1W2LZVUX7qTm7dDpqxh6,"When You're Gone","When You're Gone","Shawn Mendes",2022-03-31,172266,68,false,1135229191,2026-02-17T10:17:22Z,"","Shawn Mendes LP4-5 PS/ Island",0.603,0.691,5,-5.805,1,0.0372,0.0248,0,0.583,0.577,147.148,4
spotify:track:14dDvp4EA4E3QLruknbMin,"Olivia","Olivia","Antoon",2022-06-10,147562,12,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","Dreamteam",0.656,0.697,4,-6.131,0,0.0335,0.0739,0.00000157,0.327,0.25,160.034,4
spotify:track:48kpWTPYYy5Edp3CHwrrOj,"COMPLETE MESS","5SOS5","5 Seconds of Summer",2022-09-23,206361,0,false,1135229191,2026-02-17T10:17:22Z,"","BMG Rights Management (US) LLC",0.398,0.519,7,-6.926,1,0.0315,0.0573,0.0000186,0.191,0.133,81.377,4
spotify:track:0HqZX76SFLDz2aW8aiqi7G,"Bones","Bones","Imagine Dragons",2022-03-11,165264,76,false,1135229191,2026-02-17T10:17:22Z,"","KIDinaKORNER/Interscope Records",0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4
spotify:track:64hayhfzodjwBrQcZ69SVp,"Grijs","Grijs","Jaap Reesema;Beste Zangers",2022-09-01,180773,56,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","Cornelis Music",0.555,0.328,0,-10.356,1,0.0289,0.515,0,0.153,0.303,139.763,4
spotify:track:0IuVhCflrQPMGRrOyoY5RW,"she's all i wanna be","she's all i wanna be","Tate McRae",2022-02-04,206772,3,false,1135229191,2026-02-17T10:17:22Z,"","RCA Records Label",0.614,0.644,2,-5.372,0,0.0426,0.0134,0.00000707,0.117,0.651,160.036,4
spotify:track:135Lf4Q0CzlMNfOxbEUsLH,"Ghost Town","Ghost Town","Benson Boone",2021-10-15,193733,66,false,1135229191,2026-02-17T10:17:22Z,"","Night Street Records, Inc./Warner Records Inc.",0.391,0.335,0,-10.064,1,0.0763,0.389,0,0.102,0.116,174.185,3
spotify:track:0iLqpm5c4dGlwth5LYq2tj,"Electric Life","Electric Life","Duncan Laurence",2022-08-03,194255,38,false,1135229191,2026-02-17T10:17:22Z,"","Universal Music, a division of Universal International Music BV",0.546,0.488,9,-6.483,1,0.0344,0.333,0,0.08,0.342,69.996,4
spotify:track:7aDHKwBUUx7dmuuyCQygD4,"Naar De Maan","Naar De Maan","Maan;De Jeugd Van Tegenwoordig",2022-07-01,188486,12,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","8ball Music",0.868,0.718,0,-4.924,0,0.0474,0.204,0.0000177,0.343,0.915,113.991,4
spotify:track:1nH2PkJL1XoUq8oE6tBZoU,"Sacrifice","Dawn FM","The Weeknd",2022-01-06,188918,71,true,1135229191,2026-02-17T10:17:22Z,"","XO / Republic Records",0.735,0.795,11,-6.523,0,0.113,0.0296,0.0000318,0.0678,0.905,122,4
spotify:track:6Au9UDzjeGFen7qMEDKju7,"Shut Off The Lights","Shut Off The Lights","Bastille",2022-01-14,187363,44,false,1135229191,2026-02-17T10:17:22Z,"","EMI",0.624,0.908,10,-3.215,1,0.0992,0.408,0,0.139,0.659,105.048,4
spotify:track:0sb8ClU3CLoNblxkpmOKzA,"Maybe You’re The Problem","Maybe You’re The Problem","Ava Max",2022-04-28,190318,3,false,1135229191,2026-02-17T10:17:22Z,"","Atlantic Records",0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4
spotify:track:65rDc2X5XZNs9mCvnJyaR1,"Terug Bij Af ft. Ronnie Flex","Terug Bij Af ft. Ronnie Flex","FLEMMING;Ronnie Flex",2022-08-25,186700,9,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","8ball Music",0.811,0.496,6,-7.176,0,0.061,0.0148,0,0.279,0.743,114.994,4
spotify:track:3hzxm5yFiOKeZ5f24Q9hsq,"In M'n Bloed","In M'n Bloed","Snelle",2021-12-09,162857,18,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","ROQ 'N Rolla Music",0.647,0.474,6,-11.303,1,0.0773,0.423,0.0000407,0.14,0.702,105.208,4
spotify:track:2uAgZ0PelSImQe3BME9CiT,"Solo Para Ti","Solo Para Ti","Alvaro Soler;Topic",2022-04-22,198106,53,false,1135229191,2026-02-17T10:17:22Z,"","Airforce1",0.721,0.806,5,-6.279,0,0.0549,0.146,0.000319,0.341,0.753,120.038,4
spotify:track:7MIhUdNJtaOnDmC5nBC1fb,"Deep Down (feat. Never Dull)","Deep Down (feat. Never Dull)","Alok;Ella Eyre;Kenny Dope;Never Dull",2022-06-17,165714,74,false,1135229191,2026-02-17T10:17:22Z,"braziliaanse bass,elektronisch,slaphouse,electrohouse,discohouse,funky house,jazz house,nu disco,lo-fi house","Columbia/B1 Recordings",0.687,0.818,0,-4.221,1,0.0778,0.0112,0,0.248,0.886,125.952,4
spotify:track:63WuQOXohQIxOxIFA2K7bR,"SUPERMODEL","SUPERMODEL","Måneskin",2022-05-13,148064,64,false,1135229191,2026-02-17T10:17:22Z,"","Epic",0.636,0.876,7,-3.413,1,0.0555,0.00164,0,0.117,0.799,120.983,4
spotify:track:3s1KwrLP0NlFWiWbjz6bfQ,"Peru","Peru","Fireboy DML;Ed Sheeran",2021-12-23,187111,60,true,1135229191,2026-02-17T10:17:22Z,"afrobeats,afrobeat,afropop,afro r&b,afropiano,afrosoul,afroswing,afro adura,soft pop","YBNL Nation / EMPIRE",0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,4
spotify:track:35ovElsgyAtQwYPYnZJECg,"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)","Rihanna",2022-10-28,196519,71,false,1135229191,2026-02-17T10:17:22Z,"","Black Panther 2 Rihanna Recordings",0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,4
spotify:track:7prFESPQISWkKwP2YQ99ls,"Darte Un Beso","Mi Viaje","Rolf Sanchez",2022-05-27,165548,6,false,1135229191,2026-02-17T10:17:22Z,"hollands,nederpop","8ball Music",0.796,0.685,0,-4.835,0,0.0725,0.0286,0.00000152,0.141,0.77,99.977,4
spotify:track:5vlzH0ps6WDyb158oFTAb3,"Lionheart (Fearless)","Lionheart (Fearless)","Joel Corry;Tom Grennan",2022-10-21,186689,60,false,1135229191,2026-02-17T10:17:22Z,"dance pop","Atlantic Records UK",0.639,0.968,8,-2.482,1,0.0545,0.0218,0.00166,0.335,0.382,126,4
spotify:track:6BePGk3eCan4FqaW2X8Qy3,"10:35","10:35","Tiësto;Tate McRae",2022-11-03,172252,73,false,1135229191,2026-02-17T10:17:22Z,"edm,trance,big room,house","Atlantic Records",0.696,0.793,8,-5.733,1,0.097,0.0683,0.00000378,0.18,0.698,120.003,4
spotify:track:3oFKhY9iW9S0iA9OHO9tN6,"Van Mij Zijn","Van Mij Zijn","KATNUF;YAM",2022-08-11,166911,52,false,1135229191,2026-02-17T10:17:22Z,"marokkaanse pop,raï","Sony Music Entertainment",0.835,0.645,6,-4.46,0,0.0827,0.145,0,0.11,0.338,105.068,4
spotify:track:6sZo5nJIsFWXefRCCexpx0,"Never Gonna Not Dance Again","Never Gonna Not Dance Again","P!nk",2022-11-04,225789,62,true,1135229191,2026-02-17T10:17:22Z,"","RCA Records Label",0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,4
spotify:track:4RAR8g8fZNB106ezUurnE0,"Dancing Feet (feat. DNCE)","Dancing Feet (feat. DNCE)","Kygo;DNCE",2022-02-25,215203,60,false,1135229191,2026-02-17T10:17:22Z,"tropical house","Kygo/RCA Records",0.75,0.797,0,-4.826,1,0.118,0.293,0,0.392,0.523,105.949,4
spotify:track:2Mv9R8FDkPCjAghezGUgJC,"Leven","Leven","Maan",2021-12-03,134400,11,false,1135229191,2026-02-17T10:17:22Z,"nederpop,hollands","8ball Music",0.677,0.721,10,-5.482,0,0.0446,0.258,0.0000016,0.153,0.779,150.031,4
spotify:track:0QHEIqNKsMoOY5urbzN48u,"Made You Look","Takin' It Back","Meghan Trainor",2022-10-21,134256,74,false,1135229191,2026-02-17T10:17:22Z,"","Epic",0.834,0.522,10,-3.574,1,0.0703,0.34,0.00000159,0.0783,0.854,145.035,4
spotify:track:3nEHrvNNtgLv9rneTAYVr4,"Heaven Takes You Home (feat. Connie Constance)","Paradise Again","Swedish House Mafia;Connie Constance",2022-04-15,214071,77,false,1135229191,2026-02-17T10:17:22Z,"edm","Republic Records",0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4
spotify:track:7DSAEUvxU8FajXtRloy8M0,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-08-18,200600,86,false,1135229191,2026-02-17T10:17:40Z,"","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
spotify:track:7jvtmQ3onpWeUm7dyFSSSc,"Chemical","AUSTIN","Post Malone",2023-07-28,183410,58,true,1135229191,2026-02-17T10:17:40Z,"","Mercury Records/Republic Records",0.493,0.907,2,-4.698,1,0.0476,0.00108,0,0.109,0.386,169.948,4
spotify:track:18q5OmlDTbSm8w9J1i17dT,"Overcome","Overcome","Nothing But Thieves",2023-05-10,214723,49,false,1135229191,2026-02-17T10:17:40Z,"","RCA Records Label",0.413,0.876,11,-4.577,1,0.057,0.000938,0.000104,0.387,0.341,164.08,4
spotify:track:5eTaQYBE1yrActixMAeLcZ,"Miracle (with Ellie Goulding)","Miracle (with Ellie Goulding)","Calvin Harris;Ellie Goulding",2023-03-10,186496,71,false,1135229191,2026-02-17T10:17:40Z,"edm","Columbia",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4
spotify:track:0zKbDrEXKpnExhGQRe9dxt,"Lay Low","Lay Low","Tiësto",2023-01-06,153442,72,false,1135229191,2026-02-17T10:17:40Z,"edm,trance,big room,house","Musical Freedom",0.555,0.884,1,-4.424,0,0.213,0.0645,0.0000818,0.349,0.42,121.906,4
spotify:track:0SCOKZU2gpsrvLa4T1VStt,"People (feat. Cian Ducrot)","People (Remixes)","Libianca;Cian Ducrot",2023-03-31,184633,51,false,1135229191,2026-02-17T10:17:40Z,"afrobeats,afrobeat","5K Records Limited",0.601,0.398,10,-8.755,0,0.0463,0.584,0,0.107,0.707,197.88,4
spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,"Tattoo","Tattoo","Loreen",2023-02-25,183374,81,false,1135229191,2026-02-17T10:17:40Z,"europop","Universal Music AB",0.545,0.779,3,-6.235,0,0.0751,0.243,0.00000166,0.123,0.303,150.002,4
spotify:track:2doTn2LWTKN1Z0lZJG2WQw,"UNHEALTHY (feat. Shania Twain)","UNHEALTHY (feat. Shania Twain)","Anne-Marie;Shania Twain",2023-05-18,149653,58,false,1135229191,2026-02-17T10:17:40Z,"country","Atlantic Records UK",0.621,0.66,11,-6.208,0,0.0366,0.00526,0,0.072,0.407,119.937,4
spotify:track:2C2vSufLm1wLq2GjDH3iMh,"Engelbewaarder","Engelbewaarder","Marco Schuitmaker",2022-09-09,196520,28,false,1135229191,2026-02-17T10:17:40Z,"hollands,nederpop","Dino Music",0.799,0.919,8,-4.821,1,0.0398,0.112,0,0.105,0.973,130.006,3
spotify:track:4FWbsd91QSvgr1dSWwW51e,"TRUSTFALL","TRUSTFALL","P!nk",2023-01-27,237200,64,false,1135229191,2026-02-17T10:17:40Z,"","RCA Records Label",0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,4
spotify:track:5OsYviJJXb8g8uM1K7JiPm,"How You Samba","How You Samba","Kris Kross Amsterdam;Sofía Reyes;Tinie Tempah",2023-05-12,151680,20,false,1135229191,2026-02-17T10:17:40Z,"hollands,latin pop,grime","Cloud 9 Digital",0.566,0.704,11,-8.003,0,0.0752,0.0461,0.0000325,0.731,0.429,124.933,4
spotify:track:11C4y2Yz1XbHmaQwO06s9f,"Dance The Night","Barbie The Album","Dua Lipa",2023-07-21,176579,70,false,1135229191,2026-02-17T10:17:40Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:7Gzz44FpTbZu0DNVVZjwPs,"Wat Wil Je Van Mij","Wat Wil Je Van Mij","Metejoor;Hannah Mae",2022-11-16,199433,59,false,1135229191,2026-02-17T10:17:40Z,"nederpop,hollands","Universal Music, a division of Universal International Music BV",0.737,0.587,6,-7.31,1,0.033,0.382,0,0.481,0.538,116.004,4
spotify:track:59NraMJsLaMCVtwXTSia8i,"Prada","Prada","cassö;RAYE;D-Block Europe",2023-08-11,132359,81,true,1135229191,2026-02-17T10:17:40Z,"hypertechno,grime,britse drill","Ministry of Sound Recordings",0.638,0.717,8,-5.804,1,0.0375,0.001,0.00000179,0.113,0.422,141.904,4
spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Creepin' (with The Weeknd & 21 Savage)","HEROES & VILLAINS","Metro Boomin;The Weeknd;21 Savage",2022-12-02,221520,82,true,1135229191,2026-02-17T10:17:40Z,"","Republic Records",0.716,0.613,1,-6.018,0,0.0522,0.391,0,0.0813,0.157,97.914,4
spotify:track:3K00Ib1shkOEiAXU5pec6e,"Back To You","Back To You","Lost Frequencies;Elley Duhé;X Ambassadors",2022-12-09,157252,63,false,1135229191,2026-02-17T10:17:40Z,"tropical house","Epic Amsterdam",0.67,0.54,0,-7.643,1,0.0301,0.202,0,0.13,0.401,115.964,4
spotify:track:17phhZDn6oGtzMe56NuWvj,"Lose Control","I've Tried Everything But Therapy (Part 1)","Teddy Swims",2023-09-15,210688,89,false,1135229191,2026-02-17T10:17:40Z,"","Warner Records",0.561,0.604,9,-4.409,1,0.0337,0.199,0.000019,0.104,0.242,159.92,3
spotify:track:22dUzMFttcR3uU17NcOAIv,"Desire (with Sam Smith)","Desire (with Sam Smith)","Calvin Harris;Sam Smith",2023-07-28,179161,69,false,1135229191,2026-02-17T10:17:40Z,"edm,soft pop","Columbia",0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009,4
spotify:track:5YdnOm5990Kfq1Jodws98B,"Call It Love","Call It Love","Felix Jaehn;Ray Dalton",2022-09-16,154560,67,false,1135229191,2026-02-17T10:17:40Z,"tropical house","Intercord",0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4
spotify:track:2Vewxhl9sD0IhO9Az4qLS5,"0800 HEAVEN","0800 HEAVEN","Nathan Dawe;Joel Corry;Ella Henderson",2023-06-09,159316,56,false,1135229191,2026-02-17T10:17:40Z,"dance pop","Atlantic Records UK",0.643,0.833,6,-4.109,1,0.1,0.188,0.00000241,0.339,0.216,139.941,4
spotify:track:3rUGC1vUpkDG9CZFHMur1t,"greedy","greedy","Tate McRae",2023-09-15,131872,87,true,1135229191,2026-02-17T10:17:40Z,"","RCA Records Label",0.749,0.729,6,-3.19,0,0.0321,0.261,0,0.113,0.816,111.004,1
spotify:track:23RoR84KodL5HWvUTneQ1w,"(It Goes Like) Nanana - Edit","(It Goes Like) Nanana [Edit]","Peggy Gou",2023-06-15,231545,75,false,1135229191,2026-02-17T10:17:40Z,"","XL Recordings",0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,4
spotify:track:07fbDnkKdZGk1gLvknxrns,"RUNAWAY","RUNAWAY","OneRepublic",2023-05-26,143264,62,false,1135229191,2026-02-17T10:17:40Z,"soft pop","Mosley Music/Interscope Records",0.629,0.691,3,-5.512,0,0.0513,0.0258,0,0.0615,0.766,163.065,4
spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,"Eyes Closed","- (Deluxe)","Ed Sheeran",2023-05-05,194848,72,false,1135229191,2026-02-17T10:17:40Z,"soft pop","Atlantic Records UK",0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,4
spotify:track:0bSgNta3s0kIZkxuBI9PxR,"Paracetamollen","FLEMMING","FLEMMING",2022-12-16,171818,20,false,1135229191,2026-02-17T10:17:40Z,"nederpop,hollands","8ball Music",0.551,0.588,7,-7.423,1,0.237,0.131,0,0.256,0.272,77.255,4
spotify:track:5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,76,false,1135229191,2026-02-17T10:17:40Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
spotify:track:6W9qtw3ddhkYznaOxB50p8,"The Feeling","The Feeling","Lost Frequencies;Bonn",2023-06-09,153449,63,false,1135229191,2026-02-17T10:17:40Z,"tropical house","Epic Amsterdam",0.652,0.724,7,-8.315,1,0.113,0.448,0,0.0908,0.36,131.97,4
spotify:track:3BKD1PwArikchz2Zrlp1qi,"Baby Don't Hurt Me","Baby Don't Hurt Me","David Guetta;Anne-Marie;Coi Leray",2023-04-06,140017,78,false,1135229191,2026-02-17T10:17:40Z,"edm","Parlophone UK",0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,4
spotify:track:2nRaAETFbe39JVCFSVDkcc,"I'll Be Waiting","I'll Be Waiting","Cian Ducrot",2023-02-10,172547,56,false,1135229191,2026-02-17T10:17:40Z,"","Polydor Records",0.518,0.64,1,-4.114,1,0.0401,0.348,0,0.0758,0.563,155.899,4
